348.65,173.23,0.35631,-0.22807,1.2235,-1.864,0
349.03,173.12,0.33464,1.64,-0.64051,-1.2456,0
349.14,173.43,0.84539,5.1645,-1.608,-0.88712,0
349.42,172.84,1.7512,5.4791,-2.5134,-0.53521,0
348.17,170.16,2.8405,6.4917,-2.944,-0.35004,0
344.75,169.34,3.2809,6.6248,-3.2121,-0.17612,0
339.24,169.73,4.0389,6.945,-3.3166,-0.10581,0
330.96,171.08,5.0663,6.522,-3.3582,-0.068641,0
324.48,172.05,5.955,6.7348,-3.394,-0.062967,0
317.22,173.58,6.8382,6.9741,-3.473,-0.074006,0
308.89,176.04,7.8169,6.768,-3.5553,-0.083697,0
300.6,178.41,8.7253,6.3601,-3.6314,-0.077561,0
291.35,181.69,9.4805,5.6479,-3.7282,-0.068598,0
280.63,188.16,9.7054,5.3146,-3.8125,-0.061709,0
269.45,196.12,10.197,4.49,-3.8609,-0.048282,0
257.44,205.6,10.479,3.3669,-3.8983,-0.036638,0
246.33,216.21,10.801,2.1811,-3.94,-0.035223,0
234.22,227.76,11.019,1.0497,-3.9696,-0.036448,0
222.87,239.11,11.337,0.20462,-3.9957,-0.036337,0
212.06,250.37,11.411,-0.872,-4.037,-0.038006,0
202.69,261.63,11.342,-1.7976,-4.0805,-0.043834,0
194.19,272.57,10.912,-1.9714,-4.1216,-0.047219,0
185.97,282.78,10.339,-2.576,-4.1597,-0.049773,0
179.46,292.73,9.5292,-2.8729,-4.2148,-0.067601,0
173.7,302.18,8.8,-3.258,-4.2731,-0.089368,0
169.11,310.81,8.0776,-3.5168,-4.3294,-0.13504,0
164.68,319.53,7.4424,-3.9654,-4.4596,-0.18568,0
161.29,327.49,6.8785,-4.053,-4.6065,-0.23785,0
159.78,332.59,6.8558,-3.9879,-4.8901,-0.25878,0
158.69,336.61,6.4822,-3.514,-5.2015,-0.27366,0
159.24,340.01,6.1975,-2.8675,-5.5187,-0.22973,0
160.02,342.89,5.9682,-1.9748,-5.7535,-0.17031,0
163.95,345.33,5.8164,-1.1986,-5.9748,-0.10929,0
169,346.9,5.4888,-0.62425,-6.0387,-0.064086,0
174.96,348.42,5.4385,-0.11999,-6.053,-0.021676,0
181.61,350.01,5.496,0.26041,-6.0651,-0.012719,0
188.98,351.5,5.749,0.10486,-6.074,-0.018452,0
197.17,353.47,6.101,0.28397,-6.0832,-0.025421,0
205.01,355.31,6.5629,0.26797,-6.1023,-0.036696,0
213.37,356.92,6.9397,0.32999,-6.1453,-0.049789,0
221.63,358.51,7.148,0.32343,-6.1922,-0.064818,0
230.47,359.88,7.2314,0.63421,-6.2574,-0.069566,0
239.98,361.22,7.2096,0.56004,-6.3321,-0.075541,0
249.65,361.37,6.9626,0.46705,-6.4264,-0.082797,0
259.56,360.93,6.8493,0.17499,-6.4931,-0.092359,0
269.03,359.63,6.6832,-0.22594,-6.5699,-0.095054,0
278.1,357.61,6.5423,-0.81386,-6.6714,-0.11326,0
285.85,354.94,6.3795,-1.1716,-6.7939,-0.13272,0
292.15,352.86,6.4981,-1.2439,-6.9017,-0.14368,0
297.42,350.46,6.3421,-1.2178,-7.0595,-0.14954,0
301.86,347.12,6.1925,-1.0683,-7.2335,-0.164,0
305.6,343.02,6.0267,-0.6147,-7.3898,-0.16663,0
309.18,338.78,5.8037,-0.35139,-7.5416,-0.1612,0
311.75,333.64,5.4238,-0.14497,-7.7217,-0.16019,0
313.3,328.07,5.2909,0.10583,-7.8926,-0.16253,0
314.2,321.96,5.2914,0.34861,-8.0395,-0.15683,0
314.07,315.57,5.4133,0.20149,-8.1908,-0.15268,0
312.66,308.61,5.6046,0.46112,-8.3543,-0.15413,0
310.07,302.33,6.0065,0.63968,-8.5058,-0.15277,0
307.24,296.65,6.27,0.88172,-8.656,-0.14425,0
303.7,291.59,6.5295,1.1885,-8.8101,-0.13609,0
298.44,286.86,6.7459,1.7384,-8.9546,-0.12533,0
291.81,282.18,6.9308,1.9337,-9.0755,-0.11281,0
283.83,278.54,6.8388,1.9429,-9.1862,-0.10196,0
275.25,275.52,7.0551,1.7963,-9.2826,-0.092802,0
266.02,273.29,7.2351,1.5544,-9.3742,-0.084793,0
256.24,272.03,7.4124,1.0015,-9.4644,-0.078635,0
246.15,271.42,7.6309,0.63119,-9.5396,-0.072247,0
236.85,271.91,8.0386,0.33062,-9.6102,-0.064106,0
228.03,272.97,8.1841,-0.025758,-9.6758,-0.060957,0
218.98,274.94,8.2112,-0.33289,-9.7354,-0.059176,0
209.33,277.38,8.1229,-0.31545,-9.7849,-0.052628,0
199.54,280.33,7.9678,-0.77454,-9.8443,-0.046847,0
190.48,283.96,7.582,-1.0677,-9.9061,-0.041945,0
181.38,288,7.315,-1.5274,-9.939,-0.03328,0
172.41,292.46,7.0133,-2.0218,-9.9696,-0.02165,0
164.27,297.39,6.7219,-2.7006,-9.9947,-0.015088,0
157.2,302.24,6.4691,-3.1735,-10.011,-0.0058435,0
151.05,305.97,6.4029,-3.4835,-10.014,0.0010533,0
145.61,309.47,5.9581,-3.5928,-10.014,-0.0008145,0
140.56,312.83,5.4826,-3.5773,-9.9989,-0.014529,0
136.11,316.04,5.0067,-3.204,-9.9894,-0.029255,0
132.12,318.88,4.5111,-2.9791,-10.015,-0.046482,0
128.34,321.18,3.9515,-2.7179,-10.087,-0.063408,0
124.24,323.38,3.4231,-2.3393,-10.161,-0.1246,0
121.22,325.19,2.9949,-1.963,-10.231,-0.17155,0
119.38,326.91,2.7483,-1.8565,-10.306,-0.2225,0
118.19,328.69,2.6169,-1.2166,-10.638,-0.27902,0
117.1,330.11,2.7631,-0.68271,-10.945,-0.33774,0
116,331.35,2.8172,0.039862,-11.273,-0.28617,0
115.34,332.21,2.9649,0.80444,-11.626,-0.23647,0
115.81,332.64,3.2106,1.6478,-11.995,-0.18468,0
116.96,333.47,3.4969,2.4716,-12.069,-0.12635,0
119.53,335.18,3.5835,2.9798,-12.127,-0.058123,0
123.16,337.3,4.0551,3.4864,-12.197,-0.048023,0
128.24,339.34,4.5781,3.8407,-12.258,-0.040784,0
134.28,341.65,5.1377,3.7033,-12.286,-0.030345,0
141.12,344.03,5.7305,3.7586,-12.309,-0.022599,0
149.52,346.06,6.3794,3.7464,-12.331,-0.023575,0
158.74,348.13,7.0249,3.5011,-12.348,-0.026297,0
168.44,350.55,7.6199,3.175,-12.371,-0.029237,0
178.51,353.13,8.0979,3.1652,-12.404,-0.038115,0
189.16,355.55,8.4714,2.6371,-12.44,-0.047192,0
200.31,357.25,8.4212,2.1537,-12.477,-0.054983,0
211.82,358.48,8.5535,1.483,-12.539,-0.06457,0
223.33,359.43,8.6102,0.75217,-12.607,-0.076267,0
234.77,360.19,8.509,-0.081486,-12.679,-0.076246,0
246.01,360.63,8.3295,-0.83985,-12.763,-0.073448,0
257.18,358.87,8.4027,-1.3351,-12.859,-0.073461,0
267.35,356.43,8.1218,-1.8767,-12.92,-0.071062,0
276.29,353.91,7.7903,-2.3418,-12.974,-0.067007,0
284.36,350.91,7.3882,-2.2288,-13.046,-0.068708,0
291.85,347.4,6.9459,-2.3923,-13.118,-0.071605,0
298.04,344.3,6.3944,-2.4327,-13.194,-0.067009,0
303.67,341.18,5.9592,-2.2511,-13.264,-0.063504,0
308.67,337.51,5.5495,-1.9832,-13.332,-0.062094,0
313,333.72,5.2524,-2.0812,-13.381,-0.066238,0
316.64,329.87,4.9662,-1.6596,-13.436,-0.069007,0
319.7,326.62,5.0788,-1.2376,-13.504,-0.077567,0
322.45,323.49,4.9781,-0.56833,-13.595,-0.08008,0
325.26,320.13,4.9753,0.14101,-13.677,-0.075626,0
327.53,316.63,5.1329,1.0377,-13.769,-0.064809,0
329.37,312.47,5.3352,1.7997,-13.836,-0.055905,0
331.17,306.72,5.268,2.3086,-13.882,-0.043269,0
332.92,301.21,5.5947,2.8197,-13.919,-0.036011,0
334.46,294.86,6.0302,3.3521,-13.957,-0.03195,0
336.1,288.13,6.5819,3.2669,-13.985,-0.0285,0
337.63,280.05,7.1504,3.5852,-14.016,-0.024714,0
338.76,270.63,7.8824,3.7244,-14.042,-0.024013,0
339.93,260.76,8.5399,3.702,-14.061,-0.024435,0
340.92,250.66,9.1708,3.6532,-14.08,-0.027772,0
341.84,239.42,9.6098,3.9798,-14.105,-0.038101,0
342.59,226.78,10.079,3.7853,-14.139,-0.050897,0
342.9,212.97,10.069,3.481,-14.181,-0.062061,0
343.2,199.28,10.422,3.0607,-14.252,-0.070407,0
342.84,184.84,10.619,2.6431,-14.335,-0.07899,0
341.55,169.85,10.743,1.7815,-14.415,-0.080334,0
339.23,154.63,10.877,1.1611,-14.491,-0.082351,0
334.87,142.05,11.27,0.75901,-14.576,-0.084338,0
329.69,129.56,11.313,0.31797,-14.654,-0.091429,0
324.35,117.86,11.316,-0.10823,-14.747,-0.10095,0
318.63,106.37,11.269,0.09558,-14.837,-0.11036,0
312.28,96.603,11.242,-0.2165,-14.948,-0.11169,0
304.63,87.915,10.747,-0.35135,-15.08,-0.11529,0
295.49,80.034,10.513,-0.43107,-15.205,-0.11241,0
286.5,72.6,10.256,-0.58677,-15.305,-0.10055,0
276.3,66.264,10.06,-1.1234,-15.414,-0.088598,0
264.26,62.138,9.9216,-1.2272,-15.51,-0.081259,0
251.71,59.271,10.202,-1.4048,-15.583,-0.071446,0
238.76,56.48,10.11,-1.5653,-15.648,-0.067027,0
226.56,54.651,10.12,-1.7596,-15.711,-0.066117,0
215.19,53.8,10.132,-1.3098,-15.771,-0.068735,0
204.55,54.191,10.042,-1.2281,-15.845,-0.074756,0
194.43,55.216,9.6747,-1.0811,-15.914,-0.083423,0
183.16,56.387,9.5684,-0.98893,-15.992,-0.089111,0
172.22,58.016,9.3172,-0.95833,-16.085,-0.09812,0
161.41,61.312,9.0412,-1.3991,-16.188,-0.1032,0
150.45,65.704,8.7346,-1.3813,-16.291,-0.1037,0
140.06,71.27,8.8797,-1.432,-16.404,-0.10069,0
131.17,76.965,8.7627,-1.4054,-16.508,-0.095554,0
122.48,83.732,8.6668,-1.2638,-16.604,-0.085613,0
115.43,91.116,8.6034,-0.72256,-16.691,-0.08097,0
110.48,98.042,8.509,-0.4838,-16.768,-0.088292,0
106.09,105.03,8.1613,-0.17541,-16.832,-0.098435,0
102.01,112.13,8.0941,0.30014,-16.913,-0.11247,0
98.115,119.76,8.0268,0.80866,-17.045,-0.13194,0
94.679,128.43,8.0768,0.65802,-17.184,-0.14843,0
91.95,137.27,8.1886,0.93294,-17.331,-0.14335,0
90.509,146.26,8.5925,1.144,-17.492,-0.13475,0
91.851,155.8,8.8276,1.3555,-17.655,-0.11873,0
94.147,166.06,9.2061,1.5203,-17.762,-0.094715,0
97.712,175.59,9.6078,1.9741,-17.857,-0.064431,0
102.85,184.82,10.029,1.981,-17.924,-0.044364,0
110.62,194.93,9.9587,1.9762,-17.966,-0.025854,0
118.39,204.64,10.233,1.6497,-17.977,-0.015798,0
126.27,214.06,10.486,1.2879,-17.984,-0.01018,0
135.33,224.97,10.727,0.59216,-17.987,-0.010494,0
145.08,236.18,10.868,-0.065441,-18.003,-0.012483,0
154.97,247.65,11.17,-0.76537,-18.017,-0.015268,0
164.84,259.17,11.113,-1.6357,-18.03,-0.01033,0
174.47,270.37,10.965,-2.5281,-18.046,-0.0043454,0
184.24,280.31,10.55,-2.7573,-18.063,0.0048858,0
193.68,289.81,10.145,-3.5241,-18.055,0.015512,0
202.99,299.28,9.5512,-3.9742,-18.038,0.023417,0
211.52,307.71,8.8492,-4.6646,-18.005,0.01366,0
218.94,315,8.0316,-5.2431,-17.969,0.014532,0
225.13,321.84,7.193,-5.8773,-17.946,-0.0097728,0
230.33,328.01,6.3426,-6.2128,-17.987,-0.045907,0
233.61,332.7,5.9422,-6.4855,-17.966,-0.086085,0
236.84,337.33,5.1244,-6.4127,-18.054,-0.10315,0
239.8,340.99,4.339,-6.3478,-18.198,-0.17564,-1
241.63,342.33,3.5938,-5.9827,-18.376,-0.26678,0
242.28,343.28,2.9099,-5.5247,-18.502,-0.35114,0
243.08,343.74,2.305,-4.9359,-18.844,-0.44119,0
243.97,343.96,1.7703,-4.2801,-19.388,-0.51464,0
244.64,344,1.3077,-3.5985,-19.954,-0.50194,0
244.86,344.03,0.98963,-3.2738,-20.582,-0.36789,0
245.03,343.88,0.67712,-2.5116,-21.076,-0.18114,0
244.65,343.35,0.60986,-2.051,-21.354,0.070189,1
244.2,343.08,0.56051,-1.3501,-21.227,0.28566,0
243.9,343.01,0.6206,-0.66179,-20.86,0.44113,0
243.7,342.85,0.71658,0.001981,-20.231,0.49497,0
243.53,342.58,0.83871,0.63216,-19.647,0.46698,0
243.54,342.25,0.90519,1.0946,-19.148,0.35387,0
243.84,341.98,1.1735,1.584,-18.753,0.22705,0
245.04,341.95,1.4413,2.0828,-18.525,0.12086,0
246.34,342.58,1.6948,2.2251,-18.462,0.034417,0
248.37,343.38,1.9949,2.5334,-18.512,-0.028624,0
250.7,344.38,2.3359,2.759,-18.544,-0.062687,0
253.43,345.51,2.6992,3.0504,-18.58,-0.07368,0
256.84,346.62,3.0919,3.3645,-18.668,-0.092098,0
261.51,347.57,3.4819,3.7848,-18.775,-0.1135,0
266.11,348.58,3.8801,3.9745,-18.88,-0.11798,0
