87.383,360.32,0.13326,0.39472,-1.0426,-0.35212,0
87.246,360.26,0.17036,0.21249,-1.3947,-0.07134,0
87.381,360.03,0.15623,0.051017,-1.4652,0.082859,0
87.411,359.84,0.12985,-0.0026606,-1.2566,0.21612,0
87.43,359.74,0.12039,-0.017344,-0.94248,0.29303,0
87.45,359.66,0.10682,-0.027407,-0.62832,0.25133,0
87.462,359.6,0.094658,-0.033506,-0.31416,0.1885,0
87.568,359.65,0.087172,-0.033171,0,0.12566,0
87.62,359.57,0.080962,-0.062334,0,0.062832,0
87.663,359.52,0.074353,-0.088101,0,0,0
87.716,359.48,0.060313,-0.075609,0,0,0
87.738,359.45,0.051379,-0.056234,0,0,0
87.764,359.45,0.047747,-0.047729,0,0,0
87.805,359.47,0.043867,-0.036836,0,0,0
87.837,359.49,0.04192,-0.023927,0,0,0
87.877,359.51,0.037946,-0.017111,0,0,0
87.914,359.53,0.038841,-0.013798,0,0,0
87.944,359.56,0.04217,-0.0069736,0,0,0
87.974,359.59,0.043114,0.0060431,0,0,0
88.012,359.61,0.045512,0.021454,0,0,0
88.046,359.64,0.049081,0.03503,0,0,0
88.023,359.64,0.055118,0.049327,0,0,0
88.011,359.59,0.057163,0.061651,0,0,0
88.042,359.67,0.056485,0.069653,0,0,0
88.155,359.72,0.059499,0.078813,0,0,0
88.204,359.75,0.072598,0.083758,0,0,0
88.262,359.8,0.085393,0.088965,0,0,0
88.331,359.85,0.1007,0.099677,0,0,0
88.466,359.91,0.11698,0.11031,0,0,0
88.535,359.93,0.13224,0.10896,0,0,0
88.598,359.94,0.14678,0.11528,0,0,0
88.683,359.93,0.16032,0.1247,0,-0.013913,0
88.937,359.91,0.17062,0.12864,0,-0.013913,0
89.232,359.88,0.18023,0.11669,0,-0.013913,0
89.532,359.86,0.19776,0.099478,-0.069563,-0.013913,0
89.818,359.82,0.21436,0.077291,-0.069563,-0.013913,0
90.094,359.8,0.2185,0.054182,-0.069563,0.013913,0
90.382,359.8,0.22933,0.033265,-0.069563,0.013913,0
90.679,359.69,0.24193,0.017259,-0.069563,0.013913,0
90.964,359.62,0.2505,-0.0025257,0,0.013913,0
91.376,359.55,0.23946,-0.018446,0,0.013913,0
91.792,359.47,0.22616,-0.025701,0,0,0
92.151,359.43,0.21034,-0.044345,0,0,0
92.354,359.36,0.19421,-0.059653,0,0,0
92.606,359.35,0.18015,-0.065495,0,0,0
92.846,359.35,0.16501,-0.077634,0,0,0
93.074,359.38,0.1508,-0.09404,0,0,0
93.139,359.41,0.13866,-0.10278,0,0,0
93.143,359.44,0.13673,-0.093866,0,0.12566,1
93.136,359.48,0.12797,-0.079224,0,0.25133,0
93.146,359.53,0.11761,-0.06168,0,0.37699,0
93.17,359.57,0.11355,-0.044002,0.62832,0.50265,0
93.178,359.61,0.10738,-0.027816,1.2566,0.62832,0
93.135,359.68,0.096964,-0.014346,1.885,0.50265,0
93.057,359.72,0.093206,0.00024081,2.5133,0.37699,0
92.893,359.79,0.10023,0.012832,3.1416,0.25133,0
92.691,359.87,0.1093,0.010774,3.1416,0.12566,0
92.505,359.91,0.11823,0.0148,3.1416,0,0
92.341,359.96,0.12822,0.015882,3.1416,0,0
92.198,360,0.13698,0.016481,3.1416,0,0
92.061,360.02,0.14432,0.018246,3.1416,0,0
91.895,360.01,0.15061,0.024764,3.1416,0,0
91.708,359.99,0.15622,0.021919,3.1416,0,0
91.524,359.97,0.15138,0.013595,3.1416,0,0
91.34,359.95,0.14833,0.0012631,3.1416,0,0
91.153,359.92,0.14505,-0.010615,3.1416,0,0
90.966,359.9,0.14179,-0.023954,3.1416,0,0
90.781,359.87,0.13753,-0.036247,3.1416,0,0
90.6,359.84,0.1362,-0.043004,3.1416,0,0
90.417,359.82,0.12843,-0.052519,3.1416,0,0
90.225,359.79,0.11906,-0.062767,3.1416,0,0
90.061,359.74,0.11084,-0.061709,3.1416,0,0
89.933,359.7,0.1031,-0.065986,3.1416,0,0
89.862,359.64,0.092913,-0.065613,3.1416,0,0
89.913,359.58,0.084341,-0.064378,3.1416,0,0
89.921,359.53,0.077571,-0.057744,3.1416,0,0
89.936,359.49,0.070588,-0.056284,3.1416,0,0
89.969,359.49,0.061747,-0.047402,3.1416,0,0
90.017,359.48,0.058393,-0.041436,3.1416,0,0
90.075,359.48,0.049376,-0.03124,3.1416,0,0
90.116,359.49,0.043915,-0.022143,3.1416,0,0
90.162,359.49,0.042395,-0.0096034,3.1416,0,0
90.211,359.5,0.048071,0.0018844,3.1416,0,0
90.291,359.5,0.048903,0.0090605,3.1416,0,0
90.323,359.52,0.053606,0.020465,3.1416,0,0
90.345,359.56,0.057307,0.033175,3.1416,0,-1
90.356,359.54,0.063465,0.037933,3.1416,-0.1885,0
90.334,359.5,0.068415,0.050536,3.1416,-0.37699,0
90.293,359.45,0.075907,0.056153,3.1416,-0.56549,0
