194.18,36.383,8.7815,-1.0154,0.071802,-0.027109,0
203.92,37.573,8.6851,0.61156,0.044693,0.016998,0
213.49,38.261,9.0561,-0.54633,0.090645,0.017856,0
224.96,37.587,9.1143,-1.8412,0.1228,0.023855,0
234.89,38.794,8.6223,-1.1734,0.1591,0.015742,0
246.8,40.232,7.8982,-0.75532,0.16108,0.026079,0
255.45,41.977,7.6499,-0.3708,0.16397,0.051248,0
262.81,43.722,7.809,-0.3039,0.16935,0.087449,0
270.61,44.683,7.872,0.071848,0.25319,0.12638,0
277.61,45.606,7.9901,0.42348,0.41534,0.16422,0
284.19,46.496,8.1829,0.48849,0.59832,0.17541,0
290.33,47.907,8.283,0.91734,0.79585,0.16153,0
296.61,52.699,8.5177,1.583,0.99048,0.13956,0
302.45,60.59,8.2198,2.1497,1.1302,0.11209,0
307.44,69.2,8.5426,2.2454,1.223,0.082125,0
312.15,78.994,8.9816,2.0113,1.2961,0.05875,0
316.44,89.984,9.3862,1.6313,1.3563,0.04261,0
319.22,102.4,9.846,1.2245,1.4011,0.029679,0
321.51,115.5,10.522,0.73791,1.424,0.018417,0
323.72,129.26,10.979,0.1941,1.436,0.010486,0
325.75,142.87,11.161,-0.51246,1.4445,0.0078035,0
327.86,157.1,11.048,-0.52735,1.4484,0.0092984,0
329.44,171.87,10.872,-1.2945,1.4535,0.011181,0
331.11,186.64,10.389,-1.8782,1.463,0.014722,0
332.84,201.32,9.9272,-2.6936,1.4825,0.020077,0
334.71,215.84,9.3297,-3.5426,1.5004,0.025119,0
336.42,229.77,8.6468,-4.5932,1.522,0.019131,0
337.05,240.5,7.8803,-5.416,1.5539,0.011611,0
337.17,248.51,7.5578,-5.863,1.5886,0.0080875,0
337.36,255.43,6.7955,-6.0504,1.5782,0.013472,0
337.48,261,6.0057,-6.1475,1.5585,0.01071,0
337.32,265.1,5.2404,-5.8538,1.5625,0.022261,0
337.01,267.81,4.4826,-5.6252,1.6213,0.035415,0
337.12,269.51,3.6635,-5.2248,1.6421,0.04171,0
337.26,270.6,2.94,-4.7447,1.6895,0.027297,0
337.3,272.08,2.3884,-4.177,1.7355,0.021661,0
336.83,273.45,2.0133,-3.9869,1.771,0.0054103,0
336.48,275.04,1.6956,-3.4496,1.7578,-0.0038018,0
336.16,276.9,1.6362,-3.1629,1.7504,-0.013408,0
335.95,278.96,1.5004,-2.5171,1.7165,-0.016686,0
335.62,280.75,1.4462,-1.7825,1.7165,-0.018199,0
335.16,282.45,1.4545,-0.87296,1.704,-0.0057184,0
334.87,284.06,1.4893,-0.016641,1.6743,-0.0044943,0
334.79,285.67,1.4416,0.54889,1.6594,-0.0015726,0
334.61,287.35,1.4367,1.2381,1.688,0.01655,0
334.41,289.12,1.4525,1.9512,1.6941,0.053725,0
334.2,290.91,1.6171,2.2498,1.6961,0.09104,0
334.01,292.69,1.914,2.9715,1.7571,0.13933,0
333.74,294.53,2.3822,3.6567,1.9281,0.18901,0
333.52,296.2,2.8919,4.3466,2.1431,0.21744,0
333.35,297.53,3.4091,5.0992,2.3907,0.20197,0
332.78,298.81,4.0249,5.9708,2.6411,0.16945,0
331.25,299.87,4.7193,6.7648,2.8443,0.12609,0
326.89,301.47,5.0854,7.1324,2.9379,0.088976,0
319.91,302.88,5.9873,7.6098,2.9904,0.062861,0
311.31,304.57,6.9367,7.859,3.0212,0.063416,0
301.1,305.93,7.9282,7.5394,3.086,0.074751,0
290.81,307.38,9.0467,7.5014,3.1586,0.094373,0
278.9,308.46,10.241,7.6415,3.255,0.10121,0
265.6,309.06,11.367,7.4884,3.3642,0.1062,0
249.82,306.99,12.452,7.2145,3.4931,0.1041,0
233.37,303.14,13.295,7.3369,3.5921,0.10293,0
216.5,297.14,13.954,6.6572,3.6896,0.099652,0
199.91,289.01,13.967,5.9187,3.7755,0.11192,0
183.05,277.48,14.417,4.9646,3.8788,0.12728,0
166.28,265.37,14.877,3.7763,3.9913,0.14529,0
150.85,251.91,15.266,2.3018,4.1517,0.15776,0
136.47,237.92,15.577,1.1399,4.326,0.16487,0
125.77,222.24,16.123,0.44376,4.5019,0.15924,0
118.58,205.64,16.047,-0.3993,4.6676,0.14784,0
116,187.78,15.84,-1.1011,4.8157,0.13755,0
116.32,170.13,15.476,-1.0859,4.9479,0.12712,0
117.77,152.19,14.89,-1.7818,5.0652,0.12562,0
122.02,134.01,13.973,-2.3187,5.1897,0.12343,0
128.05,116.48,13.444,-3.0818,5.3032,0.12733,0
136.5,101.65,12.991,-3.8229,5.4438,0.12645,0
145.47,88.655,12.63,-4.7881,5.565,0.1309,0
154.68,77.789,12.282,-5.1298,5.7019,0.12348,0
163.63,69.058,12.316,-5.3803,5.8219,0.12081,0
172.73,63.645,11.775,-5.3505,5.9577,0.10917,0
182.32,59.051,11.164,-5.0391,6.0612,0.10267,0
193.37,55.843,10.454,-4.267,6.1691,0.091951,0
205.41,52.546,9.7094,-4.1018,6.2477,0.084258,0
218.07,51.354,8.8745,-3.8977,6.3353,0.070409,0
230.33,51.115,8.3115,-3.8382,6.4175,0.061098,0
239.94,52.007,7.8467,-3.7138,6.4825,0.047653,0
248.66,52.977,7.5212,-3.8924,6.5211,0.03408,0
256.31,54.294,7.3783,-3.3708,6.5532,0.028296,0
262.62,56.365,7.5733,-2.9734,6.5736,0.032588,0
268.45,58.204,7.2765,-2.2351,6.5879,0.04308,0
274.32,59.928,6.9556,-1.4194,6.624,0.065228,0
280.34,61.604,6.6793,-0.40516,6.6841,0.096452,0
286.56,63.34,6.5086,0.28651,6.7686,0.12363,0
293.02,65.988,6.286,0.81347,6.8997,0.14431,0
300.19,69.772,6.4857,1.4124,7.0702,0.15797,0
307.42,74.571,6.7495,1.794,7.2421,0.15257,0
312.4,78.719,7.1027,1.5836,7.4056,0.12619,0
316.62,84.345,7.5159,2.0881,7.5585,0.095332,0
319.23,91.991,8.1264,2.4084,7.6625,0.064535,0
321.38,101.35,8.5578,2.6332,7.7011,0.033608,0
323.31,112.83,9.1399,2.6667,7.7188,0.013747,0
324.67,124.87,9.6678,2.8012,7.7283,0.0085743,0
326.18,137.08,10.073,2.3582,7.7265,0.0099051,0
327.89,149.46,9.9661,2.02,7.7313,0.014202,0
329.66,162.32,10.391,1.4361,7.744,0.020923,0
331.26,175.67,10.689,0.76341,7.7683,0.0261,0
332.89,188.99,10.737,-0.14675,7.7993,0.028646,0
334.48,205.12,10.613,-0.86311,7.8311,0.027822,0
335.64,220.85,10.585,-1.7103,7.8618,0.025965,0
335.87,235.83,10.155,-2.728,7.8872,0.021908,0
335.38,249.48,9.7112,-3.6223,7.9074,0.01914,0
334.88,263.01,9.2287,-3.8172,7.9291,0.020066,0
334.22,275.1,8.6877,-4.6715,7.9406,0.020053,0
333.74,284.05,7.994,-5.1266,7.9575,0.015816,0
333.11,291.36,7.3958,-5.5275,7.9875,0.015593,0
332.33,296.7,6.4699,-5.7447,8.0077,0.037936,0
331.86,301.6,5.5476,-5.9463,8.0082,0.086623,0
331.21,306.28,4.6742,-5.8485,8.0186,-0.050561,0
330.32,310.6,4.2896,-5.8878,8.1472,-0.16101,-1
